,学生id,助学金金额
3286,10060,2000
3287,10061,2000
3288,10070,0
3289,10071,2000
3290,10076,2000
3291,10077,2000
3292,10080,2000
3293,10081,2000
3294,10084,2000
3295,10085,2000
3296,10086,2000
3297,10087,2000
3298,10092,2000
3299,10093,2000
3300,10100,2000
3301,10101,2000
3302,10106,2000
3303,10107,2000
3304,10112,2000
3305,10113,2000
3306,10116,2000
3307,10117,2000
3308,10124,2000
3309,10125,2000
3310,10128,2000
3311,10129,2000
3312,10130,2000
3313,10131,2000
3314,10136,2000
3315,10137,2000
3316,10146,2000
3317,10147,2000
3318,10150,2000
3319,10151,2000
3320,10152,2000
3321,10153,2000
3322,10154,2000
3323,10155,2000
3324,10170,0
3325,10171,2000
3326,10174,2000
3327,10175,2000
3328,10176,2000
3329,10177,2000
3330,10190,2000
3331,10191,2000
3332,10192,2000
3333,10193,2000
3334,10202,0
3335,10203,0
3336,10206,2000
3337,10207,2000
3338,10212,1500
3339,10213,2000
3340,10216,1500
3341,10217,0
3342,10220,0
3343,10221,0
3344,10228,2000
3345,10229,2000
3346,10230,0
3347,10231,2000
3348,10238,2000
3349,10239,0
3350,10244,2000
3351,10245,2000
3352,10264,1000
3353,10265,2000
3354,10268,0
3355,10269,0
3356,10270,1500
3357,10271,2000
3358,10276,0
3359,10277,1500
3360,10278,2000
3361,10279,0
3362,10280,2000
3363,10281,2000
3364,10284,2000
3365,10285,2000
3366,10298,2000
3367,10299,2000
3368,10312,0
3369,10313,2000
3370,10314,2000
3371,10315,2000
3372,10320,1500
3373,10321,2000
3374,10326,2000
3375,10327,2000
3376,10336,0
3377,10337,2000
3378,10342,2000
3379,10343,0
3380,10348,2000
3381,10349,0
3382,10360,2000
3383,10361,2000
3384,10362,2000
3385,10363,2000
3386,10364,2000
3387,10365,0
3388,10370,2000
3389,10371,2000
3390,10386,1500
3391,10387,2000
3392,10400,0
3393,10401,0
3394,10402,2000
3395,10403,2000
3396,10414,2000
3397,10415,2000
3398,10428,2000
3399,10429,2000
3400,10430,2000
3401,10431,0
3402,10432,1500
3403,10433,0
3404,10434,2000
3405,10435,0
3406,10436,1500
3407,10437,2000
3408,10442,2000
3409,10443,2000
3410,10446,0
3411,10447,2000
3412,10448,2000
3413,10449,2000
3414,10460,2000
3415,10461,2000
3416,10472,2000
3417,10473,1000
3418,10474,2000
3419,10475,2000
3420,10478,2000
3421,10479,0
3422,10480,2000
3423,10481,2000
3424,10484,2000
3425,10485,2000
3426,10494,2000
3427,10495,2000
3428,10500,2000
3429,10501,2000
3430,10502,2000
3431,10503,2000
3432,10510,2000
3433,10511,2000
3434,10512,2000
3435,10513,2000
3436,10516,2000
3437,10517,2000
3438,10520,2000
3439,10521,2000
3440,10526,2000
3441,10527,2000
3442,10528,2000
3443,10529,2000
3444,10530,2000
3445,10531,2000
3446,10532,2000
3447,10533,2000
3448,10536,2000
3449,10537,2000
3450,10540,0
3451,10541,0
3452,10542,2000
3453,10543,2000
3454,10544,0
3455,10545,2000
3456,10546,2000
3457,10547,2000
3458,10550,2000
3459,10551,2000
3460,10560,2000
3461,10561,2000
3462,10562,2000
3463,10563,0
3464,10576,1000
3465,10577,2000
3466,10592,0
3467,10593,0
3468,10594,2000
3469,10595,2000
3470,10596,2000
3471,10597,2000
3472,10598,2000
3473,10599,0
3474,10600,2000
3475,10601,2000
3476,10602,2000
3477,10603,2000
3478,10604,2000
3479,10605,2000
3480,10606,2000
3481,10607,2000
3482,10612,2000
3483,10613,2000
3484,10614,2000
3485,10615,2000
3486,10622,2000
3487,10623,2000
3488,10628,2000
3489,10629,2000
3490,10644,1500
3491,10645,0
3492,10646,2000
3493,10647,2000
3494,10658,0
3495,10659,0
3496,10662,2000
3497,10663,2000
3498,10664,2000
3499,10665,1000
3500,10676,0
3501,10677,0
3502,10678,0
3503,10679,0
3504,10686,2000
3505,10687,2000
3506,10696,1000
3507,10697,0
3508,10706,2000
3509,10707,2000
3510,10714,2000
3511,10715,2000
3512,10722,0
3513,10723,0
3514,10726,2000
3515,10727,2000
3516,10728,0
3517,10729,0
3518,10732,2000
3519,10733,2000
3520,10736,2000
3521,10737,1000
3522,10762,0
3523,10763,0
3524,10772,0
3525,10773,0
3526,10776,2000
3527,10777,2000
3528,10780,0
3529,10781,2000
3530,10790,2000
3531,10791,0
3532,10792,2000
3533,10793,2000
3534,10796,1000
3535,10797,1500
3536,10802,1000
3537,10803,2000
3538,10808,2000
3539,10809,2000
3540,10810,2000
3541,10811,2000
3542,10812,2000
3543,10813,2000
3544,10816,2000
3545,10817,2000
3546,10818,2000
3547,10819,2000
3548,10820,2000
3549,10821,2000
3550,10824,2000
3551,10825,0
3552,10832,0
3553,10833,2000
3554,10840,2000
3555,10841,2000
3556,10842,2000
3557,10843,0
3558,10844,2000
3559,10845,0
3560,10848,2000
3561,10849,2000
3562,10850,2000
3563,10851,2000
3564,10852,2000
3565,10853,2000
3566,10854,1500
3567,10855,2000
3568,10858,2000
3569,10859,2000
3570,10862,2000
3571,10863,1000
3572,10864,2000
3573,10865,2000
3574,10878,0
3575,10879,0
3576,10880,0
3577,10881,0
3578,10886,2000
3579,10887,2000
3580,10888,2000
3581,10889,2000
3582,10890,2000
3583,10891,0
3584,10892,1000
3585,10893,2000
3586,10894,0
3587,10895,0
3588,10898,0
3589,10899,2000
3590,10902,2000
3591,10903,2000
3592,10910,2000
3593,10911,2000
3594,10916,2000
3595,10917,0
3596,10926,2000
3597,10927,2000
3598,10928,2000
3599,10929,2000
3600,10936,2000
3601,10937,0
3602,10938,1000
3603,10939,2000
3604,10942,0
3605,10943,2000
3606,10948,2000
3607,10949,2000
3608,10954,2000
3609,10955,2000
3610,10956,2000
3611,10957,2000
3612,10958,2000
3613,10959,2000
3614,10962,1000
3615,10963,2000
3616,10988,1000
3617,10989,2000
3618,11010,2000
3619,11011,2000
3620,11014,0
3621,11015,1000
3622,11020,2000
3623,11021,2000
3624,11024,2000
3625,11025,0
3626,11032,1000
3627,11033,0
3628,11036,2000
3629,11037,2000
3630,11038,2000
3631,11039,0
3632,11048,2000
3633,11049,2000
3634,11058,1000
3635,11059,0
3636,11062,2000
3637,11063,2000
3638,11072,2000
3639,11073,2000
3640,11090,2000
3641,11091,0
3642,11106,2000
3643,11107,2000
3644,11114,2000
3645,11115,2000
3646,11116,2000
3647,11117,0
3648,11120,2000
3649,11121,2000
3650,11124,2000
3651,11125,2000
3652,11126,2000
3653,11127,1000
3654,11136,1500
3655,11137,2000
3656,11156,2000
3657,11157,2000
3658,11164,2000
3659,11165,2000
3660,11166,2000
3661,11167,2000
3662,11172,1500
3663,11173,2000
3664,11176,2000
3665,11177,1000
3666,11190,0
3667,11191,2000
3668,11194,0
3669,11195,2000
3670,11200,0
3671,11201,0
3672,11202,0
3673,11203,0
3674,11206,2000
3675,11207,2000
3676,11220,0
3677,11221,0
3678,11228,2000
3679,11229,2000
3680,11234,2000
3681,11235,2000
3682,11238,2000
3683,11239,2000
3684,11242,2000
3685,11243,2000
3686,11246,2000
3687,11247,0
3688,11248,2000
3689,11249,2000
3690,11252,2000
3691,11253,2000
3692,11254,2000
3693,11255,2000
3694,11256,2000
3695,11257,0
3696,11260,2000
3697,11261,1500
3698,11270,2000
3699,11271,2000
3700,11274,2000
3701,11275,2000
3702,11278,0
3703,11279,0
3704,11280,2000
3705,11281,2000
3706,11284,2000
3707,11285,2000
3708,11286,2000
3709,11287,2000
3710,11290,1500
3711,11291,2000
3712,11292,2000
3713,11293,2000
3714,11296,2000
3715,11297,2000
3716,11302,0
3717,11303,0
3718,11316,2000
3719,11317,2000
3720,11340,2000
3721,11341,2000
3722,11344,2000
3723,11345,2000
3724,11350,2000
3725,11351,2000
3726,11352,2000
3727,11353,2000
3728,11364,0
3729,11365,2000
3730,11370,0
3731,11371,2000
3732,11372,0
3733,11373,0
3734,11374,0
3735,11375,2000
3736,11384,0
3737,11385,0
3738,11386,2000
3739,11387,0
3740,11388,2000
3741,11389,2000
3742,11392,2000
3743,11393,2000
3744,11400,2000
3745,11401,2000
3746,11412,2000
3747,11413,2000
3748,11418,2000
3749,11419,2000
3750,11420,2000
3751,11421,2000
3752,11428,2000
3753,11429,0
3754,11446,0
3755,11447,0
3756,11448,2000
3757,11449,2000
3758,11450,2000
3759,11451,2000
3760,11454,0
3761,11455,2000
3762,11458,0
3763,11459,2000
3764,11466,2000
3765,11467,0
3766,11468,0
3767,11469,2000
3768,11482,2000
3769,11483,2000
3770,11484,0
3771,11485,2000
3772,11492,2000
3773,11493,2000
3774,11504,2000
3775,11505,2000
3776,11506,2000
3777,11507,2000
3778,11508,0
3779,11509,2000
3780,11512,0
3781,11513,0
3782,11514,2000
3783,11515,2000
3784,11520,2000
3785,11521,2000
3786,11524,2000
3787,11525,2000
3788,11526,0
3789,11527,0
3790,11538,0
3791,11539,0
3792,11552,2000
3793,11553,2000
3794,11554,2000
3795,11555,2000
3796,11560,2000
3797,11561,2000
3798,11562,0
3799,11563,2000
3800,11564,2000
3801,11565,2000
3802,11572,2000
3803,11573,2000
3804,11574,2000
3805,11575,2000
3806,11576,2000
3807,11577,2000
3808,11578,2000
3809,11579,2000
3810,11582,2000
3811,11583,2000
3812,11588,2000
3813,11589,2000
3814,11590,2000
3815,11591,2000
3816,11608,2000
3817,11609,2000
3818,11610,2000
3819,11611,2000
3820,11616,2000
3821,11617,2000
3822,11618,2000
3823,11619,2000
3824,11620,2000
3825,11621,2000
3826,11622,2000
3827,11623,2000
3828,11642,2000
3829,11643,2000
3830,11646,2000
3831,11647,2000
3832,11662,2000
3833,11663,2000
3834,11668,2000
3835,11669,1000
3836,11672,2000
3837,11673,2000
3838,11676,2000
3839,11677,2000
3840,11696,2000
3841,11697,2000
3842,11700,2000
3843,11701,2000
3844,11702,2000
3845,11703,2000
3846,11706,0
3847,11707,2000
3848,11710,0
3849,11711,0
3850,11716,2000
3851,11717,2000
3852,11720,2000
3853,11721,2000
3854,11726,2000
3855,11727,2000
3856,11736,2000
3857,11737,2000
3858,11742,0
3859,11743,0
3860,11744,0
3861,11745,0
3862,11746,0
3863,11747,0
3864,11756,2000
3865,11757,2000
3866,11766,2000
3867,11767,2000
3868,11768,2000
3869,11769,2000
3870,11782,2000
3871,11783,2000
3872,11786,2000
3873,11787,2000
3874,11796,0
3875,11797,0
3876,11800,2000
3877,11801,2000
3878,11804,2000
3879,11805,2000
3880,11808,2000
3881,11809,2000
3882,11812,0
3883,11813,0
3884,11818,2000
3885,11819,2000
3886,11832,2000
3887,11833,2000
3888,11838,2000
3889,11839,0
3890,11840,2000
3891,11841,0
3892,11842,0
3893,11843,2000
3894,11846,2000
3895,11847,0
3896,11850,2000
3897,11851,0
3898,11854,2000
3899,11855,2000
3900,11856,0
3901,11857,0
3902,11862,2000
3903,11863,0
3904,11864,0
3905,11865,0
3906,11870,2000
3907,11871,2000
3908,11876,0
3909,11877,0
3910,11882,0
3911,11883,0
3912,11886,2000
3913,11887,2000
3914,11892,0
3915,11893,0
3916,11906,2000
3917,11907,2000
3918,11908,0
3919,11909,0
3920,11910,2000
3921,11911,0
3922,11914,2000
3923,11915,2000
3924,11916,0
3925,11917,2000
3926,11920,2000
3927,11921,0
3928,11922,0
3929,11923,0
3930,11924,0
3931,11925,2000
3932,11928,2000
3933,11929,0
3934,11930,0
3935,11931,0
3936,11936,0
3937,11937,0
3938,11938,2000
3939,11939,2000
3940,11944,0
3941,11945,2000
3942,11958,2000
3943,11959,2000
3944,11970,2000
3945,11971,2000
3946,11988,0
3947,11989,0
3948,11992,2000
3949,11993,2000
3950,11996,2000
3951,11997,2000
3952,11998,2000
3953,11999,2000
3954,12000,2000
3955,12001,2000
3956,12012,0
3957,12013,0
3958,12026,2000
3959,12027,2000
3960,12028,2000
3961,12029,2000
3962,12032,2000
3963,12033,2000
3964,12036,2000
3965,12037,0
3966,12044,0
3967,12045,0
3968,12052,0
3969,12053,2000
3970,12056,0
3971,12057,0
3972,12060,0
3973,12061,0
3974,12062,0
3975,12063,2000
3976,12066,2000
3977,12067,2000
3978,12070,2000
3979,12071,2000
3980,12076,2000
3981,12077,2000
3982,12080,0
3983,12081,0
3984,12084,2000
3985,12085,2000
3986,12088,2000
3987,12089,2000
3988,12090,2000
3989,12091,0
3990,12092,2000
3991,12093,2000
3992,12102,0
3993,12103,0
3994,12110,2000
3995,12111,2000
3996,12116,2000
3997,12117,2000
3998,12120,0
3999,12121,0
4000,12132,0
4001,12133,0
4002,12134,0
4003,12135,0
4004,12136,0
4005,12137,0
4006,12138,2000
4007,12139,2000
4008,12154,0
4009,12155,0
4010,12164,2000
4011,12165,2000
4012,12166,2000
4013,12167,0
4014,12172,0
4015,12173,0
4016,12180,0
4017,12181,0
4018,12190,2000
4019,12191,2000
4020,12194,0
4021,12195,2000
4022,12196,2000
4023,12197,0
4024,12200,2000
4025,12201,2000
4026,12208,0
4027,12209,0
4028,12210,0
4029,12211,2000
4030,12220,0
4031,12221,0
4032,12222,2000
4033,12223,2000
4034,12224,2000
4035,12225,2000
4036,12226,2000
4037,12227,2000
4038,12234,0
4039,12235,2000
4040,12258,2000
4041,12259,2000
4042,12270,2000
4043,12271,2000
4044,12274,2000
4045,12275,2000
4046,12276,0
4047,12277,2000
4048,12292,0
4049,12293,0
4050,12302,2000
4051,12303,2000
4052,12304,2000
4053,12305,2000
4054,12308,2000
4055,12309,2000
4056,12316,2000
4057,12317,2000
4058,12320,2000
4059,12321,2000
4060,12322,2000
4061,12323,2000
4062,12326,2000
4063,12327,2000
4064,12328,2000
4065,12329,2000
4066,12334,0
4067,12335,0
4068,12336,0
4069,12337,2000
4070,12340,0
4071,12341,0
4072,12342,2000
4073,12343,0
4074,12346,2000
4075,12347,0
4076,12348,2000
4077,12349,2000
4078,12354,2000
4079,12355,2000
4080,12366,0
4081,12367,2000
4082,12368,0
4083,12369,2000
4084,12372,2000
4085,12373,1000
4086,12378,2000
4087,12379,0
4088,12384,2000
4089,12385,2000
4090,12388,2000
4091,12389,2000
4092,12390,2000
4093,12391,2000
4094,12392,2000
4095,12393,2000
4096,12394,2000
4097,12395,2000
4098,12414,0
4099,12415,0
4100,12416,0
4101,12417,0
4102,12422,2000
4103,12423,2000
4104,12424,0
4105,12425,2000
4106,12428,2000
4107,12429,2000
4108,12434,2000
4109,12435,0
4110,12442,2000
4111,12443,2000
4112,12454,0
4113,12455,2000
4114,12456,2000
4115,12457,2000
4116,12460,0
4117,12461,0
4118,12462,0
4119,12463,2000
4120,12474,2000
4121,12475,2000
4122,12486,2000
4123,12487,2000
4124,12498,2000
4125,12499,2000
4126,12502,2000
4127,12503,2000
4128,12506,2000
4129,12507,2000
4130,12510,2000
4131,12511,2000
4132,12516,2000
4133,12517,2000
4134,12520,2000
4135,12521,2000
4136,12522,2000
4137,12523,0
4138,12528,2000
4139,12529,2000
4140,12536,0
4141,12537,0
4142,12538,2000
4143,12539,2000
4144,12540,2000
4145,12541,2000
4146,12550,2000
4147,12551,2000
4148,12558,2000
4149,12559,2000
4150,12568,0
4151,12569,2000
4152,12570,0
4153,12571,2000
4154,12580,0
4155,12581,0
4156,12590,2000
4157,12591,2000
4158,12598,2000
4159,12599,2000
4160,12600,2000
4161,12601,2000
4162,12606,2000
4163,12607,2000
4164,12608,2000
4165,12609,2000
4166,12614,2000
4167,12615,2000
4168,12616,2000
4169,12617,2000
4170,12620,2000
4171,12621,2000
4172,12622,2000
4173,12623,2000
4174,12626,0
4175,12627,0
4176,12630,0
4177,12631,2000
4178,12638,2000
4179,12639,2000
4180,12648,2000
4181,12649,2000
4182,12658,0
4183,12659,2000
4184,12660,2000
4185,12661,2000
4186,12664,2000
4187,12665,2000
4188,12674,2000
4189,12675,2000
4190,12678,2000
4191,12679,2000
4192,12680,2000
4193,12681,2000
4194,12682,2000
4195,12683,2000
4196,12686,2000
4197,12687,2000
4198,12688,2000
4199,12689,2000
4200,12692,2000
4201,12693,2000
4202,12698,2000
4203,12699,2000
4204,12704,0
4205,12705,2000
4206,12716,2000
4207,12717,2000
4208,12722,2000
4209,12723,2000
4210,12734,2000
4211,12735,2000
4212,12736,2000
4213,12737,2000
4214,12738,2000
4215,12739,2000
4216,12748,2000
4217,12749,2000
4218,12750,2000
4219,12751,2000
4220,12760,2000
4221,12761,2000
4222,12762,2000
4223,12763,0
4224,12768,2000
4225,12769,2000
4226,12770,0
4227,12771,0
4228,12778,0
4229,12779,2000
4230,12784,0
4231,12785,2000
4232,12786,0
4233,12787,0
4234,12788,2000
4235,12789,2000
4236,12790,0
4237,12791,2000
4238,12796,2000
4239,12797,0
4240,12806,2000
4241,12807,2000
4242,12828,2000
4243,12829,2000
4244,12830,2000
4245,12831,2000
4246,12832,2000
4247,12833,2000
4248,12834,2000
4249,12835,2000
4250,12836,2000
4251,12837,2000
4252,12838,0
4253,12839,2000
4254,12848,2000
4255,12849,2000
4256,12856,2000
4257,12857,2000
4258,12874,0
4259,12875,2000
4260,12878,0
4261,12879,2000
4262,12882,0
4263,12883,2000
4264,12888,2000
4265,12889,2000
4266,12896,0
4267,12897,2000
4268,12910,2000
4269,12911,2000
4270,12914,2000
4271,12915,2000
4272,12920,2000
4273,12921,2000
4274,12930,0
4275,12931,2000
4276,12936,0
4277,12937,2000
4278,12942,0
4279,12943,2000
4280,12944,2000
4281,12945,2000
4282,12946,0
4283,12947,0
4284,12948,0
4285,12949,2000
4286,12960,2000
4287,12961,2000
4288,12964,2000
4289,12965,2000
4290,12970,2000
4291,12971,2000
4292,12972,2000
4293,12973,2000
4294,12982,2000
4295,12983,2000
4296,12984,2000
4297,12985,2000
4298,12986,0
4299,12987,2000
4300,12990,0
4301,12991,0
4302,12994,2000
4303,12995,2000
4304,13000,0
4305,13001,0
4306,13004,2000
4307,13005,0
4308,13006,0
4309,13007,0
4310,13008,2000
4311,13009,2000
4312,13010,0
4313,13011,0
4314,13016,2000
4315,13017,2000
4316,13018,0
4317,13019,2000
4318,13022,2000
4319,13023,2000
4320,13024,2000
4321,13025,2000
4322,13044,0
4323,13045,0
4324,13056,2000
4325,13057,2000
4326,13064,0
4327,13065,2000
4328,13066,2000
4329,13067,2000
4330,13070,2000
4331,13071,2000
4332,13072,2000
4333,13073,2000
4334,13076,2000
4335,13077,2000
4336,13080,2000
4337,13081,2000
4338,13082,2000
4339,13083,1500
4340,13084,0
4341,13085,0
4342,13112,2000
4343,13113,2000
4344,13114,2000
4345,13115,0
4346,13118,0
4347,13119,0
4348,13122,2000
4349,13123,2000
4350,13142,0
4351,13143,0
4352,13152,0
4353,13153,0
4354,13154,0
4355,13155,0
4356,13166,2000
4357,13167,2000
4358,13178,0
4359,13179,0
4360,13184,0
4361,13185,0
4362,13186,0
4363,13187,0
4364,13204,0
4365,13205,2000
4366,13210,2000
4367,13211,2000
4368,13226,2000
4369,13227,2000
4370,13228,0
4371,13229,2000
4372,13230,0
4373,13231,2000
4374,13234,2000
4375,13235,0
4376,13238,0
4377,13239,0
4378,13248,0
4379,13249,0
4380,13260,2000
4381,13261,2000
4382,13264,2000
4383,13265,2000
4384,13266,2000
4385,13267,2000
4386,13268,0
4387,13269,2000
4388,13278,2000
4389,13279,0
4390,13280,2000
4391,13281,2000
4392,13290,2000
4393,13291,2000
4394,13294,0
4395,13295,0
4396,13310,2000
4397,13311,0
4398,13328,2000
4399,13329,2000
4400,13340,2000
4401,13341,2000
4402,13346,0
4403,13347,2000
4404,13354,0
4405,13355,0
4406,13368,2000
4407,13369,2000
4408,13370,2000
4409,13371,0
4410,13374,2000
4411,13375,0
4412,13378,2000
4413,13379,0
4414,13380,2000
4415,13381,2000
4416,13386,2000
4417,13387,2000
4418,13390,2000
4419,13391,0
4420,13394,2000
4421,13395,2000
4422,13412,2000
4423,13413,2000
4424,13426,2000
4425,13427,2000
4426,13428,2000
4427,13429,2000
4428,13436,2000
4429,13437,2000
4430,13438,2000
4431,13439,2000
4432,13446,0
4433,13447,2000
4434,13458,2000
4435,13459,2000
4436,13462,2000
4437,13463,2000
4438,13464,2000
4439,13465,0
4440,13470,2000
4441,13471,2000
4442,13474,2000
4443,13475,2000
4444,13484,2000
4445,13485,2000
4446,13488,0
4447,13489,2000
4448,13498,2000
4449,13499,2000
4450,13502,0
4451,13503,2000
4452,13506,2000
4453,13507,2000
4454,13512,0
4455,13513,2000
4456,13520,2000
4457,13521,2000
4458,13522,2000
4459,13523,2000
4460,13528,0
4461,13529,0
4462,13530,2000
4463,13531,2000
4464,13532,2000
4465,13533,2000
4466,13536,2000
4467,13537,0
4468,13538,2000
4469,13539,2000
4470,13540,2000
4471,13541,2000
4472,13542,2000
4473,13543,2000
4474,13556,0
4475,13557,2000
4476,13560,0
4477,13561,2000
4478,13568,2000
4479,13569,2000
4480,13572,2000
4481,13573,0
4482,13588,0
4483,13589,0
4484,13590,2000
4485,13591,2000
4486,13594,2000
4487,13595,2000
4488,13604,2000
4489,13605,0
4490,13606,2000
4491,13607,2000
4492,13618,2000
4493,13619,2000
4494,13624,2000
4495,13625,2000
4496,13632,2000
4497,13633,2000
4498,13640,2000
4499,13641,2000
4500,13642,0
4501,13643,0
4502,13648,2000
4503,13649,2000
4504,13654,2000
4505,13655,0
4506,13656,2000
4507,13657,0
4508,13658,0
4509,13659,0
4510,13662,2000
4511,13663,0
4512,13674,0
4513,13675,0
4514,13680,0
4515,13681,0
4516,13686,2000
4517,13687,2000
4518,13688,2000
4519,13689,2000
4520,13696,2000
4521,13697,2000
4522,13724,2000
4523,13725,2000
4524,13726,0
4525,13727,2000
4526,13730,2000
4527,13731,0
4528,13734,2000
4529,13735,2000
4530,13742,0
4531,13743,2000
4532,13746,2000
4533,13747,0
4534,13768,2000
4535,13769,2000
4536,13770,2000
4537,13771,2000
4538,13772,2000
4539,13773,2000
4540,13778,0
4541,13779,2000
4542,13780,0
4543,13781,2000
4544,13784,2000
4545,13785,2000
4546,13790,2000
4547,13791,2000
4548,13794,0
4549,13795,2000
4550,13800,0
4551,13801,0
4552,13802,2000
4553,13803,2000
4554,13806,0
4555,13807,0
4556,13808,2000
4557,13809,2000
4558,13812,0
4559,13813,0
4560,13842,0
4561,13843,0
4562,13848,2000
4563,13849,0
4564,13862,0
4565,13863,2000
4566,13864,2000
4567,13865,2000
4568,13866,0
4569,13867,0
4570,13870,0
4571,13871,2000
4572,13874,2000
4573,13875,2000
4574,13892,0
4575,13893,2000
4576,13902,2000
4577,13903,2000
4578,13906,0
4579,13907,1500
4580,13908,2000
4581,13909,2000
4582,13912,0
4583,13913,0
4584,13914,0
4585,13915,2000
4586,13918,2000
4587,13919,2000
4588,13922,2000
4589,13923,2000
4590,13926,2000
4591,13927,0
4592,13936,2000
4593,13937,2000
4594,13940,2000
4595,13941,2000
4596,13944,2000
4597,13945,2000
4598,13956,2000
4599,13957,2000
4600,13962,2000
4601,13963,2000
4602,13968,0
4603,13969,2000
4604,13970,2000
4605,13971,2000
4606,13972,2000
4607,13973,2000
4608,13974,0
4609,13975,2000
4610,13990,0
4611,13991,2000
4612,13992,0
4613,13993,2000
4614,13994,2000
4615,13995,2000
4616,13996,0
4617,13997,0
4618,13998,0
4619,13999,0
4620,14002,0
4621,14003,0
4622,14004,0
4623,14005,0
4624,14008,0
4625,14009,0
4626,14010,2000
4627,14011,2000
4628,14012,2000
4629,14013,0
4630,14014,0
4631,14015,0
4632,14018,0
4633,14019,0
4634,14034,2000
4635,14035,2000
4636,14038,2000
4637,14039,2000
4638,14048,0
4639,14049,0
4640,14054,0
4641,14055,2000
4642,14062,2000
4643,14063,0
4644,14070,0
4645,14071,0
4646,14078,2000
4647,14079,2000
4648,14080,2000
4649,14081,2000
4650,14082,0
4651,14083,0
4652,14094,0
4653,14095,0
4654,14100,0
4655,14101,0
4656,14102,2000
4657,14103,2000
4658,14108,2000
4659,14109,2000
4660,14110,0
4661,14111,2000
4662,14112,0
4663,14113,2000
4664,14122,2000
4665,14123,2000
4666,14126,2000
4667,14127,2000
4668,14130,2000
4669,14131,2000
4670,14170,2000
4671,14171,2000
4672,14178,0
4673,14179,2000
4674,14192,2000
4675,14193,2000
4676,14210,0
4677,14211,0
4678,14226,0
4679,14227,0
4680,14228,0
4681,14229,0
4682,14232,0
4683,14233,2000
4684,14234,0
4685,14235,2000
4686,14240,0
4687,14241,0
4688,14244,0
4689,14245,2000
4690,14256,2000
4691,14257,0
4692,14262,2000
4693,14263,2000
4694,14268,0
4695,14269,0
4696,14270,0
4697,14271,2000
4698,14272,2000
4699,14273,2000
4700,14278,2000
4701,14279,2000
4702,14282,0
4703,14283,2000
4704,14284,0
4705,14285,0
4706,14288,0
4707,14289,0
4708,14306,2000
4709,14307,2000
4710,14308,0
4711,14309,2000
4712,14326,0
4713,14327,0
4714,14332,2000
4715,14333,2000
4716,14334,2000
4717,14335,2000
4718,14338,2000
4719,14339,2000
4720,14342,0
4721,14343,2000
4722,14356,0
4723,14357,0
4724,14358,2000
4725,14359,2000
4726,14366,2000
4727,14367,2000
4728,14378,0
4729,14379,2000
4730,14380,0
4731,14381,2000
4732,14388,2000
4733,14389,2000
4734,14390,0
4735,14391,0
4736,14394,2000
4737,14395,2000
4738,14404,2000
4739,14405,2000
4740,14408,0
4741,14409,0
4742,14418,0
4743,14419,0
4744,14430,0
4745,14431,0
4746,14436,0
4747,14437,0
4748,14440,0
4749,14441,2000
4750,14442,2000
4751,14443,2000
4752,14444,2000
4753,14445,2000
4754,14456,2000
4755,14457,2000
4756,14462,2000
4757,14463,2000
4758,14464,0
4759,14465,0
4760,14468,0
4761,14469,2000
4762,14474,2000
4763,14475,2000
4764,14478,0
4765,14479,0
4766,14480,2000
4767,14481,0
4768,14488,0
4769,14489,2000
4770,14518,2000
4771,14519,2000
4772,14520,0
4773,14521,2000
4774,14524,0
4775,14525,0
4776,14526,0
4777,14527,2000
4778,14540,2000
4779,14541,2000
4780,14542,0
4781,14543,0
4782,14548,2000
4783,14549,2000
4784,14550,0
4785,14551,2000
4786,14574,2000
4787,14575,2000
4788,14576,0
4789,14577,2000
4790,14590,0
4791,14591,0
4792,14594,2000
4793,14595,2000
4794,14596,2000
4795,14597,2000
4796,14608,0
4797,14609,0
4798,14610,0
4799,14611,2000
4800,14614,2000
4801,14615,2000
4802,14622,0
4803,14623,0
4804,14626,0
4805,14627,2000
4806,14634,0
4807,14635,2000
4808,14638,0
4809,14639,2000
4810,14640,0
4811,14641,2000
4812,14644,2000
4813,14645,0
4814,14646,2000
4815,14647,2000
4816,14648,0
4817,14649,0
4818,14654,2000
4819,14655,2000
4820,14656,2000
4821,14657,2000
4822,14666,2000
4823,14667,2000
4824,14672,2000
4825,14673,0
4826,14674,0
4827,14675,0
4828,14676,0
4829,14677,0
4830,14678,0
4831,14679,0
4832,14682,0
4833,14683,0
4834,14686,2000
4835,14687,0
4836,14688,0
4837,14689,0
4838,14690,0
4839,14691,0
4840,14692,2000
4841,14693,2000
4842,14700,0
4843,14701,0
4844,14702,2000
4845,14703,2000
4846,14714,0
4847,14715,0
4848,14720,2000
4849,14721,0
4850,14722,0
4851,14723,2000
4852,14734,2000
4853,14735,2000
4854,14736,0
4855,14737,0
4856,14748,2000
4857,14749,0
4858,14750,2000
4859,14751,2000
4860,14768,2000
4861,14769,0
4862,14770,2000
4863,14771,2000
4864,14776,0
4865,14777,0
4866,14790,2000
4867,14791,0
4868,14792,0
4869,14793,0
4870,14796,0
4871,14797,0
4872,14800,0
4873,14801,0
4874,14806,2000
4875,14807,2000
4876,14808,2000
4877,14809,2000
4878,14822,2000
4879,14823,0
4880,14840,0
4881,14841,2000
4882,14844,2000
4883,14845,0
4884,14846,2000
4885,14847,2000
4886,14848,0
4887,14849,0
4888,14852,0
4889,14853,2000
4890,14866,0
4891,14867,0
4892,14868,2000
4893,14869,0
4894,14872,2000
